"date","statename","statepostal","fips","m50","m50_index"
2020-03-12,"Connecticut","CT",9,6.494,96
2020-03-12,"Washington, D.C.","DC",11,3.729,101
2020-03-12,"Delaware","DE",10,8.439,101
2020-03-12,"Florida","FL",12,8.323,102
2020-03-12,"Georgia","GA",13,10.449,106
2020-03-12,"Hawaii","HI",15,6.587,97
2020-03-12,"Iowa","IA",19,7.356,105
2020-03-12,"Idaho","ID",16,5.8,106
2020-03-12,"Illinois","IL",17,7.147,98
2020-03-12,"Indiana","IN",18,8.015,96
2020-03-12,"Kansas","KS",20,7.889,107
2020-03-12,"Kentucky","KY",21,8.183,94
2020-03-12,"Louisiana","LA",22,9.772,103
2020-03-12,"Massachusetts","MA",25,5.792,95
2020-03-12,"Maryland","MD",24,7.763,98
2020-03-12,"Maine","ME",23,7.458,104
2020-03-12,"Michigan","MI",26,7.669,96
2020-03-12,"Minnesota","MN",27,7.265,98
2020-03-12,"Missouri","MO",29,9.341,99
2020-03-12,"Mississippi","MS",28,12.319,109
2020-03-12,"Montana","MT",30,4.544,109
2020-03-12,"North Carolina","NC",37,9.938,101
2020-03-12,"North Dakota","ND",38,4.556,106
2020-03-12,"Nebraska","NE",31,6.653,99
2020-03-12,"New Hampshire","NH",33,8.753,99
2020-03-12,"New Jersey","NJ",34,6.471,90
2020-03-12,"New Mexico","NM",35,6.384,107
2020-03-12,"Nevada","NV",32,6.972,98
2020-03-12,"New York","NY",36,4.751,91
2020-03-12,"Ohio","OH",39,7.817,98
2020-03-12,"Oklahoma","OK",40,10.193,106
2020-03-12,"Oregon","OR",41,5.195,100
2020-03-12,"Pennsylvania","PA",42,6.404,101
2020-03-12,"Rhode Island","RI",44,6.078,99
2020-03-12,"South Carolina","SC",45,10.464,109
2020-03-12,"South Dakota","SD",46,5.255,102
2020-03-12,"Tennessee","TN",47,10.225,99
2020-03-12,"Texas","TX",48,9.59,105
2020-03-12,"Utah","UT",49,7.276,102
2020-03-12,"Virginia","VA",51,8.18,101
2020-03-12,"Vermont","VT",50,6.404,108
2020-03-12,"Washington","WA",53,5.414,87
2020-03-12,"Wisconsin","WI",55,6.746,101
2020-03-12,"West Virginia","WV",54,7.935,102
2020-03-12,"Wyoming","WY",56,4.422,110
2020-03-13,"Alaska","AK",2,3.884,97
2020-03-13,"Alabama","AL",1,12.269,116
2020-03-13,"Arkansas","AR",5,9.743,102
2020-03-13,"Arizona","AZ",4,7.441,95
2020-03-13,"California","CA",6,6.232,91
2020-03-13,"Colorado","CO",8,6.494,92
2020-03-13,"Connecticut","CT",9,5.762,85
2020-03-13,"Washington, D.C.","DC",11,4.044,110
2020-03-13,"Delaware","DE",10,8.015,96
2020-03-13,"Florida","FL",12,8.39,102
2020-03-13,"Georgia","GA",13,10.295,105
2020-03-13,"Hawaii","HI",15,7.646,112
2020-03-13,"Iowa","IA",19,8.556,123
2020-03-13,"Idaho","ID",16,6.192,113
2020-03-13,"Illinois","IL",17,7.233,99
2020-03-13,"Indiana","IN",18,8.453,101
2020-03-13,"Kansas","KS",20,7.996,108
2020-03-13,"Kentucky","KY",21,8.852,102
2020-03-13,"Louisiana","LA",22,10.028,106
2020-03-13,"Massachusetts","MA",25,5.237,86
2020-03-13,"Maryland","MD",24,7.381,93
2020-03-13,"Maine","ME",23,6.61,92
2020-03-13,"Michigan","MI",26,7.328,91
2020-03-13,"Minnesota","MN",27,7.396,100
2020-03-13,"Missouri","MO",29,10.136,108
2020-03-13,"Mississippi","MS",28,12.508,111
2020-03-13,"Montana","MT",30,4.566,109
2020-03-13,"North Carolina","NC",37,9.995,102
2020-03-13,"North Dakota","ND",38,4.853,113
2020-03-13,"Nebraska","NE",31,6.613,99
2020-03-13,"New Hampshire","NH",33,8.31,94
2020-03-13,"New Jersey","NJ",34,5.892,82
2020-03-13,"New Mexico","NM",35,6.162,103
2020-03-13,"Nevada","NV",32,7.06,100
2020-03-13,"New York","NY",36,4.475,86
2020-03-13,"Ohio","OH",39,7.748,97
2020-03-13,"Oklahoma","OK",40,10.423,108
2020-03-13,"Oregon","OR",41,5.013,97
2020-03-13,"Pennsylvania","PA",42,6.127,97
2020-03-13,"Rhode Island","RI",44,5.701,93
2020-03-13,"South Carolina","SC",45,10.886,113
2020-03-13,"South Dakota","SD",46,5.428,106
2020-03-13,"Tennessee","TN",47,10.702,104
2020-03-13,"Texas","TX",48,9.095,100
2020-03-13,"Utah","UT",49,6.926,97
2020-03-13,"Virginia","VA",51,7.782,96
2020-03-13,"Vermont","VT",50,6.364,107
2020-03-13,"Washington","WA",53,5.269,85
2020-03-13,"Wisconsin","WI",55,7.343,110
2020-03-13,"West Virginia","WV",54,8.42,109
2020-03-13,"Wyoming","WY",56,4.56,113
2020-03-14,"Alaska","AK",2,1.601,39
2020-03-14,"Alabama","AL",1,9.379,89
2020-03-14,"Arkansas","AR",5,6.541,68
2020-03-14,"Arizona","AZ",4,5.387,68
2020-03-14,"California","CA",6,3.512,51
2020-03-14,"Colorado","CO",8,3.974,56
2020-03-14,"Connecticut","CT",9,3.85,57
2020-03-14,"Washington, D.C.","DC",11,3.163,86
2020-03-14,"Delaware","DE",10,5.126,61
2020-03-14,"Florida","FL",12,6.142,75
2020-03-14,"Georgia","GA",13,7.401,75
2020-03-14,"Hawaii","HI",15,6.21,91
2020-03-14,"Iowa","IA",19,4.849,69
2020-03-14,"Idaho","ID",16,3.387,62
2020-03-14,"Illinois","IL",17,4.398,60
2020-03-14,"Indiana","IN",18,4.84,58
2020-03-14,"Kansas","KS",20,4.682,63
2020-03-14,"Kentucky","KY",21,5.245,60
2020-03-14,"Louisiana","LA",22,7.58,80
2020-03-14,"Massachusetts","MA",25,3.412,56
2020-03-14,"Maryland","MD",24,4.214,53
2020-03-14,"Maine","ME",23,4.51,63
2020-03-14,"Michigan","MI",26,4.007,50
2020-03-14,"Minnesota","MN",27,4.088,55
2020-03-14,"Missouri","MO",29,6.173,65
2020-03-14,"Mississippi","MS",28,9.604,85
2020-03-14,"Montana","MT",30,2.15,51
2020-03-14,"North Carolina","NC",37,7.202,73
2020-03-14,"North Dakota","ND",38,3.256,76
2020-03-14,"Nebraska","NE",31,3.373,50
2020-03-14,"New Hampshire","NH",33,5.559,62
2020-03-14,"New Jersey","NJ",34,3.775,52
2020-03-14,"New Mexico","NM",35,4.263,71
2020-03-14,"Nevada","NV",32,4.764,67
2020-03-14,"New York","NY",36,2.473,47
2020-03-14,"Ohio","OH",39,4.398,55
2020-03-14,"Oklahoma","OK",40,7.083,73
2020-03-14,"Oregon","OR",41,2.077,40
2020-03-14,"Pennsylvania","PA",42,3.691,58
2020-03-14,"Rhode Island","RI",44,3.607,59
2020-03-14,"South Carolina","SC",45,8.427,88
2020-03-14,"South Dakota","SD",46,2.441,47
2020-03-14,"Tennessee","TN",47,7.632,74
2020-03-14,"Texas","TX",48,6.313,69
2020-03-14,"Utah","UT",49,4.31,60
2020-03-14,"Virginia","VA",51,4.859,60
2020-03-14,"Vermont","VT",50,3.489,59
2020-03-14,"Washington","WA",53,2.502,40
2020-03-14,"Wisconsin","WI",55,4.085,61
2020-03-14,"West Virginia","WV",54,5.348,69
2020-03-14,"Wyoming","WY",56,2.834,70
2020-03-15,"Alaska","AK",2,0.559,13
2020-03-15,"Alabama","AL",1,6.384,60
2020-03-15,"Arkansas","AR",5,4.994,52
2020-03-15,"Arizona","AZ",4,3.621,46
2020-03-15,"California","CA",6,2.195,32
2020-03-15,"Colorado","CO",8,2.384,33
2020-03-15,"Connecticut","CT",9,2.174,32
2020-03-15,"Washington, D.C.","DC",11,1.112,30
2020-03-15,"Delaware","DE",10,2.888,34
2020-03-15,"Florida","FL",12,4.27,52
2020-03-15,"Georgia","GA",13,4.556,46
2020-03-15,"Hawaii","HI",15,4.546,67
2020-03-15,"Iowa","IA",19,3.133,45
2020-03-15,"Idaho","ID",16,1.705,31
2020-03-15,"Illinois","IL",17,2.868,39
2020-03-15,"Indiana","IN",18,3.41,40
2020-03-15,"Kansas","KS",20,2.841,38
2020-03-15,"Kentucky","KY",21,3.792,44
2020-03-15,"Louisiana","LA",22,5.611,59
2020-03-15,"Massachusetts","MA",25,1.761,29
2020-03-15,"Maryland","MD",24,1.764,22
2020-03-15,"Maine","ME",23,2.51,35
2020-03-15,"Michigan","MI",26,2.274,28
2020-03-15,"Minnesota","MN",27,2.264,30
2020-03-15,"Missouri","MO",29,4.275,45
2020-03-15,"Mississippi","MS",28,6.813,60
2020-03-15,"Montana","MT",30,1.147,27
2020-03-15,"North Carolina","NC",37,4.462,45
2020-03-15,"North Dakota","ND",38,1.683,39
2020-03-15,"Nebraska","NE",31,2.551,38
2020-03-15,"New Hampshire","NH",33,3.51,39
2020-03-15,"New Jersey","NJ",34,1.962,27
2020-03-15,"New Mexico","NM",35,2.728,45
2020-03-15,"Nevada","NV",32,3.435,48
2020-03-15,"New York","NY",36,1.116,21
2020-03-15,"Ohio","OH",39,2.8,35
2020-03-15,"Oklahoma","OK",40,5.05,52
2020-03-15,"Oregon","OR",41,1.489,28
2020-03-15,"Pennsylvania","PA",42,1.994,31
2020-03-15,"Rhode Island","RI",44,2.061,33
2020-03-15,"South Carolina","SC",45,6.017,62
2020-03-15,"South Dakota","SD",46,1.872,36
2020-03-15,"Tennessee","TN",47,5.539,54
2020-03-15,"Texas","TX",48,4.209,46
2020-03-15,"Utah","UT",49,1.585,22
2020-03-15,"Virginia","VA",51,2.517,31
2020-03-15,"Vermont","VT",50,2.699,45
2020-03-15,"Washington","WA",53,1.536,24
2020-03-15,"Wisconsin","WI",55,2.322,34
2020-03-15,"West Virginia","WV",54,3.573,46
2020-03-15,"Wyoming","WY",56,2.261,56
2020-03-16,"Alaska","AK",2,2.976,74
2020-03-16,"Alabama","AL",1,9.49,90
2020-03-16,"Arkansas","AR",5,7.261,76
2020-03-16,"Arizona","AZ",4,5.885,75
2020-03-16,"California","CA",6,4.541,66
2020-03-16,"Colorado","CO",8,4.694,66
2020-03-16,"Connecticut","CT",9,4.056,60
2020-03-16,"Washington, D.C.","DC",11,1.293,35
2020-03-16,"Delaware","DE",10,5.704,68
2020-03-16,"Florida","FL",12,6.247,76
2020-03-16,"Georgia","GA",13,7.338,75
2020-03-16,"Hawaii","HI",15,5.6,82
2020-03-16,"Iowa","IA",19,5.572,80
2020-03-16,"Idaho","ID",16,4.737,86
2020-03-16,"Illinois","IL",17,4.977,68
2020-03-16,"Indiana","IN",18,6.232,74
2020-03-16,"Kansas","KS",20,5.275,71
2020-03-16,"Kentucky","KY",21,6.473,75
2020-03-16,"Louisiana","LA",22,7.885,83
2020-03-16,"Massachusetts","MA",25,3.155,52
2020-03-16,"Maryland","MD",24,4.56,57
2020-03-16,"Maine","ME",23,4.86,68
2020-03-16,"Michigan","MI",26,5.058,63
2020-03-16,"Minnesota","MN",27,4.811,65
2020-03-16,"Missouri","MO",29,7.276,77
2020-03-16,"Mississippi","MS",28,9.889,88
2020-03-16,"Montana","MT",30,3.268,78
2020-03-16,"North Carolina","NC",37,7.707,79
2020-03-16,"North Dakota","ND",38,3.632,84
2020-03-16,"Nebraska","NE",31,4.951,74
2020-03-16,"New Hampshire","NH",33,5.736,64
2020-03-16,"New Jersey","NJ",34,3.576,49
2020-03-16,"New Mexico","NM",35,4.579,77
2020-03-16,"Nevada","NV",32,5.683,80
2020-03-16,"New York","NY",36,2.633,50
2020-03-16,"Ohio","OH",39,5.546,69
2020-03-16,"Oklahoma","OK",40,7.951,82
2020-03-16,"Oregon","OR",41,3.529,68
2020-03-16,"Pennsylvania","PA",42,3.994,63
2020-03-16,"Rhode Island","RI",44,3.592,58
2020-03-16,"South Carolina","SC",45,8.384,87
2020-03-16,"South Dakota","SD",46,3.943,77
2020-03-16,"Tennessee","TN",47,8.322,81
2020-03-16,"Texas","TX",48,6.809,75
2020-03-16,"Utah","UT",49,5.543,78
2020-03-16,"Virginia","VA",51,5.38,67
2020-03-16,"Vermont","VT",50,4.685,79
2020-03-16,"Washington","WA",53,3.827,62
2020-03-16,"Wisconsin","WI",55,5.088,76
2020-03-16,"West Virginia","WV",54,6.217,80
2020-03-16,"Wyoming","WY",56,3.64,90
2020-03-17,"Alaska","AK",2,2.45,61
2020-03-17,"Alabama","AL",1,8.263,78
2020-03-17,"Arkansas","AR",5,6.732,70
2020-03-17,"Arizona","AZ",4,4.966,63
2020-03-17,"California","CA",6,3.222,47
2020-03-17,"Colorado","CO",8,3.211,45
2020-03-17,"Connecticut","CT",9,2.666,39
2020-03-17,"Washington, D.C.","DC",11,0.456,12
2020-03-17,"Delaware","DE",10,4.496,54
2020-03-17,"Florida","FL",12,5.416,66
2020-03-17,"Georgia","GA",13,6.37,65
2020-03-17,"Hawaii","HI",15,4.715,69
2020-03-17,"Iowa","IA",19,4.855,69
2020-03-17,"Idaho","ID",16,4.187,76
2020-03-17,"Illinois","IL",17,3.582,49
2020-03-17,"Indiana","IN",18,5.304,63
2020-03-17,"Kansas","KS",20,4.634,63
2020-03-17,"Kentucky","KY",21,5.693,66
2020-03-17,"Louisiana","LA",22,6.648,70
2020-03-17,"Massachusetts","MA",25,1.595,26
2020-03-17,"Maryland","MD",24,3.02,38
2020-03-17,"Maine","ME",23,3.425,48
2020-03-17,"Michigan","MI",26,3.898,48
2020-03-17,"Minnesota","MN",27,3.813,51
2020-03-17,"Missouri","MO",29,6.636,70
2020-03-17,"Mississippi","MS",28,9.033,80
2020-03-17,"Montana","MT",30,2.953,70
2020-03-17,"North Carolina","NC",37,6.637,68
2020-03-17,"North Dakota","ND",38,3.468,81
2020-03-17,"Nebraska","NE",31,4.442,66
2020-03-17,"New Hampshire","NH",33,4.193,47
2020-03-17,"New Jersey","NJ",34,2.004,28
2020-03-17,"New Mexico","NM",35,3.799,63
2020-03-17,"Nevada","NV",32,4.353,61
2020-03-17,"New York","NY",36,1.482,28
2020-03-17,"Ohio","OH",39,4.351,54
2020-03-17,"Oklahoma","OK",40,6.712,70
2020-03-17,"Oregon","OR",41,2.922,56
2020-03-17,"Pennsylvania","PA",42,2.445,38
2020-03-17,"Rhode Island","RI",44,2.18,35
2020-03-17,"South Carolina","SC",45,7.487,78
2020-03-17,"South Dakota","SD",46,3.925,76
2020-03-17,"Tennessee","TN",47,7.281,71
2020-03-17,"Texas","TX",48,5.889,64
2020-03-17,"Utah","UT",49,4.731,66
2020-03-17,"Virginia","VA",51,4.371,54
2020-03-17,"Vermont","VT",50,3.05,51
2020-03-17,"Washington","WA",53,2.793,45
2020-03-17,"Wisconsin","WI",55,4.222,63
2020-03-17,"West Virginia","WV",54,5.494,71
2020-03-17,"Wyoming","WY",56,3.434,85
2020-03-18,"Alaska","AK",2,1.81,45
2020-03-18,"Alabama","AL",1,7.662,72
2020-03-18,"Arkansas","AR",5,6.119,64
2020-03-18,"Arizona","AZ",4,3.643,46
2020-03-18,"California","CA",6,2.848,41
2020-03-18,"Colorado","CO",8,3.151,44
2020-03-18,"Connecticut","CT",9,2.598,38
2020-03-18,"Washington, D.C.","DC",11,0.349,9
2020-03-18,"Delaware","DE",10,3.728,44
2020-03-18,"Florida","FL",12,4.543,55
2020-03-18,"Georgia","GA",13,5.615,57
2020-03-18,"Hawaii","HI",15,4.97,73
2020-03-18,"Iowa","IA",19,3.572,51
2020-03-18,"Idaho","ID",16,3.865,70
2020-03-18,"Illinois","IL",17,2.678,36
2020-03-18,"Indiana","IN",18,4.346,52
2020-03-18,"Kansas","KS",20,4.121,56
2020-03-18,"Kentucky","KY",21,5.007,58
2020-03-18,"Louisiana","LA",22,6.03,64
2020-03-18,"Massachusetts","MA",25,1.716,28
2020-03-18,"Maryland","MD",24,2.31,29
2020-03-18,"Maine","ME",23,3.05,42
2020-03-18,"Michigan","MI",26,3.046,38
2020-03-18,"Minnesota","MN",27,2.452,33
2020-03-18,"Missouri","MO",29,5.265,56
2020-03-18,"Mississippi","MS",28,8.42,75
2020-03-18,"Montana","MT",30,2.686,64
2020-03-18,"North Carolina","NC",37,5.9,60
2020-03-18,"North Dakota","ND",38,2.986,69
2020-03-18,"Nebraska","NE",31,3.843,57
2020-03-18,"New Hampshire","NH",33,3.597,40
2020-03-18,"New Jersey","NJ",34,1.616,22
2020-03-18,"New Mexico","NM",35,3.518,59
2020-03-18,"Nevada","NV",32,3.096,43
2020-03-18,"New York","NY",36,1.225,23
2020-03-18,"Ohio","OH",39,3.434,43
2020-03-18,"Oklahoma","OK",40,5.994,62
2020-03-18,"Oregon","OR",41,2.699,52
2020-03-18,"Pennsylvania","PA",42,2.008,31
2020-03-18,"Rhode Island","RI",44,2.323,38
2020-03-18,"South Carolina","SC",45,6.545,68
2020-03-18,"South Dakota","SD",46,3.67,71
2020-03-18,"Tennessee","TN",47,6.672,65
2020-03-18,"Texas","TX",48,5.158,56
2020-03-18,"Utah","UT",49,2.498,35
2020-03-18,"Virginia","VA",51,3.507,43
2020-03-18,"Vermont","VT",50,2.131,36
2020-03-18,"Washington","WA",53,2.731,44
2020-03-18,"Wisconsin","WI",55,2.892,43
2020-03-18,"West Virginia","WV",54,4.957,64
2020-03-18,"Wyoming","WY",56,3.381,84
2020-03-19,"Alaska","AK",2,1.23,30
2020-03-19,"Alabama","AL",1,7.863,74
2020-03-19,"Arkansas","AR",5,6.102,63
2020-03-19,"Arizona","AZ",4,3.091,39
2020-03-19,"California","CA",6,2.003,29
2020-03-19,"Colorado","CO",8,0.408,5
2020-03-19,"Connecticut","CT",9,2.174,32
2020-03-19,"Washington, D.C.","DC",11,0.2,5
2020-03-19,"Delaware","DE",10,3.517,42
2020-03-19,"Florida","FL",12,4.64,56
2020-03-19,"Georgia","GA",13,6.212,63
2020-03-19,"Hawaii","HI",15,3.222,47
2020-03-19,"Iowa","IA",19,3.395,48
2020-03-19,"Idaho","ID",16,3.595,65
2020-03-19,"Illinois","IL",17,2.574,35
2020-03-19,"Indiana","IN",18,4.388,52
2020-03-19,"Kansas","KS",20,3.949,53
2020-03-19,"Kentucky","KY",21,4.946,57
2020-03-19,"Louisiana","LA",22,6.086,64
2020-03-19,"Massachusetts","MA",25,0.991,16
2020-03-19,"Maryland","MD",24,2.394,30
2020-03-19,"Maine","ME",23,2.423,34
2020-03-19,"Michigan","MI",26,3.04,38
2020-03-19,"Minnesota","MN",27,1.982,26
2020-03-19,"Missouri","MO",29,4.743,50
2020-03-19,"Mississippi","MS",28,8.436,75
2020-03-19,"Montana","MT",30,2.544,61
2020-03-19,"North Carolina","NC",37,6.228,63
2020-03-19,"North Dakota","ND",38,2.67,62
2020-03-19,"Nebraska","NE",31,3.366,50
2020-03-19,"New Hampshire","NH",33,2.847,32
2020-03-19,"New Jersey","NJ",34,1.349,18
2020-03-19,"New Mexico","NM",35,3.068,51
2020-03-19,"Nevada","NV",32,1.829,25
2020-03-19,"New York","NY",36,0.835,16
2020-03-19,"Ohio","OH",39,3.513,44
2020-03-19,"Oklahoma","OK",40,5.557,58
2020-03-19,"Oregon","OR",41,2.438,47
2020-03-19,"Pennsylvania","PA",42,1.978,31
2020-03-19,"Rhode Island","RI",44,1.714,28
2020-03-19,"South Carolina","SC",45,7.044,73
2020-03-19,"South Dakota","SD",46,2.952,57
2020-03-19,"Tennessee","TN",47,7.108,69
2020-03-19,"Texas","TX",48,5.065,55
2020-03-19,"Utah","UT",49,3.047,43
2020-03-19,"Virginia","VA",51,3.817,47
2020-03-19,"Vermont","VT",50,1.905,32
2020-03-19,"Washington","WA",53,2.192,35
2020-03-19,"Wisconsin","WI",55,2.554,38
2020-03-19,"West Virginia","WV",54,4.934,63
2020-03-19,"Wyoming","WY",56,2.263,56
2020-03-20,"Alaska","AK",2,1.783,44
2020-03-20,"Alabama","AL",1,8.325,78
2020-03-20,"Arkansas","AR",5,7.268,76
2020-03-20,"Arizona","AZ",4,4.19,53
2020-03-20,"California","CA",6,2.498,36
2020-03-20,"Colorado","CO",8,1.606,22
2020-03-20,"Connecticut","CT",9,2.992,44
2020-03-20,"Washington, D.C.","DC",11,0.403,11
2020-03-20,"Delaware","DE",10,4.59,55
2020-03-20,"Florida","FL",12,5.033,61
2020-03-20,"Georgia","GA",13,6.771,69
2020-03-20,"Hawaii","HI",15,4.882,72
2020-03-20,"Iowa","IA",19,4.102,59
2020-03-20,"Idaho","ID",16,4.017,73
2020-03-20,"Illinois","IL",17,3.722,51
2020-03-20,"Indiana","IN",18,5.097,61
2020-03-20,"Kansas","KS",20,4.444,60
2020-03-20,"Kentucky","KY",21,5.703,66
2020-03-20,"Louisiana","LA",22,6.448,68
2020-03-20,"Massachusetts","MA",25,2.27,37
2020-03-20,"Maryland","MD",24,3.094,39
2020-03-20,"Maine","ME",23,3.031,42
2020-03-20,"Michigan","MI",26,3.342,41
2020-03-20,"Minnesota","MN",27,2.796,37
2020-03-20,"Missouri","MO",29,5.675,60
2020-03-20,"Mississippi","MS",28,8.704,77
2020-03-20,"Montana","MT",30,2.935,70
2020-03-20,"North Carolina","NC",37,6.929,71
2020-03-20,"North Dakota","ND",38,2.986,69
2020-03-20,"Nebraska","NE",31,3.825,57
2020-03-20,"New Hampshire","NH",33,4,45
2020-03-20,"New Jersey","NJ",34,2.26,31
2020-03-20,"New Mexico","NM",35,3.594,60
2020-03-20,"Nevada","NV",32,2.752,39
2020-03-20,"New York","NY",36,1.159,22
2020-03-20,"Ohio","OH",39,3.996,50
2020-03-20,"Oklahoma","OK",40,6.394,66
2020-03-20,"Oregon","OR",41,2.981,57
2020-03-20,"Pennsylvania","PA",42,2.364,37
2020-03-20,"Rhode Island","RI",44,2.852,46
2020-03-20,"South Carolina","SC",45,7.66,80
2020-03-20,"South Dakota","SD",46,3.56,69
2020-03-20,"Tennessee","TN",47,6.925,67
2020-03-20,"Texas","TX",48,5.386,59
2020-03-20,"Utah","UT",49,3.346,47
2020-03-20,"Virginia","VA",51,4.479,55
2020-03-20,"Vermont","VT",50,2.475,41
2020-03-20,"Washington","WA",53,3.061,49
2020-03-20,"Wisconsin","WI",55,3.123,47
2020-03-20,"West Virginia","WV",54,5.076,65
2020-03-20,"Wyoming","WY",56,2.616,65
2020-03-21,"Alaska","AK",2,0.04,0
2020-03-21,"Alabama","AL",1,5.233,49
2020-03-21,"Arkansas","AR",5,4.644,48
2020-03-21,"Arizona","AZ",4,1.66,21
2020-03-21,"California","CA",6,0.721,10
2020-03-21,"Colorado","CO",8,0.411,5
2020-03-21,"Connecticut","CT",9,0.849,12
2020-03-21,"Washington, D.C.","DC",11,0.043,1
2020-03-21,"Delaware","DE",10,0.991,11
2020-03-21,"Florida","FL",12,2.192,26
2020-03-21,"Georgia","GA",13,4.105,42
2020-03-21,"Hawaii","HI",15,2.369,34
2020-03-21,"Iowa","IA",19,1.573,22
2020-03-21,"Idaho","ID",16,1.936,35
2020-03-21,"Illinois","IL",17,0.762,10
2020-03-21,"Indiana","IN",18,1.692,20
2020-03-21,"Kansas","KS",20,2.123,28
2020-03-21,"Kentucky","KY",21,2.469,28
2020-03-21,"Louisiana","LA",22,3.547,37
2020-03-21,"Massachusetts","MA",25,0.376,6
2020-03-21,"Maryland","MD",24,0.314,3
2020-03-21,"Maine","ME",23,0.644,9
2020-03-21,"Michigan","MI",26,0.474,5
2020-03-21,"Minnesota","MN",27,0.135,1
2020-03-21,"Missouri","MO",29,2.74,29
2020-03-21,"Mississippi","MS",28,5.574,49
2020-03-21,"Montana","MT",30,1.053,25
2020-03-21,"North Carolina","NC",37,3.624,37
2020-03-21,"North Dakota","ND",38,0.532,12
2020-03-21,"Nebraska","NE",31,2.056,30
2020-03-21,"New Hampshire","NH",33,1.454,16
2020-03-21,"New Jersey","NJ",34,0.36,5
2020-03-21,"New Mexico","NM",35,1.273,21
2020-03-21,"Nevada","NV",32,0.363,5
2020-03-21,"New York","NY",36,0.056,1
2020-03-21,"Ohio","OH",39,0.96,12
2020-03-21,"Oklahoma","OK",40,3.508,36
2020-03-21,"Oregon","OR",41,0.768,14
2020-03-21,"Pennsylvania","PA",42,0.136,2
2020-03-21,"Rhode Island","RI",44,0.804,13
2020-03-21,"South Carolina","SC",45,4.694,49
2020-03-21,"South Dakota","SD",46,1.915,37
2020-03-21,"Tennessee","TN",47,4.135,40
2020-03-21,"Texas","TX",48,2.46,27
2020-03-21,"Utah","UT",49,1.501,21
2020-03-21,"Virginia","VA",51,1.302,16
2020-03-21,"Vermont","VT",50,0.195,3
2020-03-21,"Washington","WA",53,0.359,5
2020-03-21,"Wisconsin","WI",55,0.339,5
2020-03-21,"West Virginia","WV",54,1.746,22
2020-03-21,"Wyoming","WY",56,1.916,47
2020-03-22,"Alaska","AK",2,0.04,0
2020-03-22,"Alabama","AL",1,2.903,27
2020-03-22,"Arkansas","AR",5,1.713,17
2020-03-22,"Arizona","AZ",4,0.663,8
2020-03-22,"California","CA",6,0.267,3
2020-03-22,"Colorado","CO",8,0.269,3
2020-03-22,"Connecticut","CT",9,0.188,2
2020-03-22,"Washington, D.C.","DC",11,0.035,0
2020-03-22,"Delaware","DE",10,0.19,2
2020-03-22,"Florida","FL",12,0.865,10
2020-03-22,"Georgia","GA",13,1.427,14
2020-03-22,"Hawaii","HI",15,1.62,23
2020-03-22,"Iowa","IA",19,0.405,5
2020-03-22,"Idaho","ID",16,0.84,15
2020-03-22,"Illinois","IL",17,0.038,0
2020-03-22,"Indiana","IN",18,0.26,3
2020-03-22,"Kansas","KS",20,0.785,10
2020-03-22,"Kentucky","KY",21,1.148,13
2020-03-22,"Louisiana","LA",22,2.008,21
2020-03-22,"Massachusetts","MA",25,0.068,1
2020-03-22,"Maryland","MD",24,0.06,0
2020-03-22,"Maine","ME",23,0.134,1
2020-03-22,"Michigan","MI",26,0.071,0
2020-03-22,"Minnesota","MN",27,0.05,0
2020-03-22,"Missouri","MO",29,0.63,6
2020-03-22,"Mississippi","MS",28,2.673,23
2020-03-22,"Montana","MT",30,0.488,11
2020-03-22,"North Carolina","NC",37,1.45,14
2020-03-22,"North Dakota","ND",38,0.271,6
2020-03-22,"Nebraska","NE",31,0.93,13
2020-03-22,"New Hampshire","NH",33,0.409,4
2020-03-22,"New Jersey","NJ",34,0.037,0
2020-03-22,"New Mexico","NM",35,0.774,13
2020-03-22,"Nevada","NV",32,0.163,2
2020-03-22,"New York","NY",36,0.035,0
2020-03-22,"Ohio","OH",39,0.609,7
2020-03-22,"Oklahoma","OK",40,1.574,16
2020-03-22,"Oregon","OR",41,0.344,6
2020-03-22,"Pennsylvania","PA",42,0.063,0
2020-03-22,"Rhode Island","RI",44,0.16,2
2020-03-22,"South Carolina","SC",45,1.915,20
2020-03-22,"South Dakota","SD",46,0.943,18
2020-03-22,"Tennessee","TN",47,2.137,20
2020-03-22,"Texas","TX",48,1.133,12
2020-03-22,"Utah","UT",49,0.083,1
2020-03-22,"Virginia","VA",51,0.487,6
2020-03-22,"Vermont","VT",50,0.082,1
2020-03-22,"Washington","WA",53,0.067,1
2020-03-22,"Wisconsin","WI",55,0.052,0
2020-03-22,"West Virginia","WV",54,0.57,7
2020-03-22,"Wyoming","WY",56,0.972,24
2020-03-23,"Alaska","AK",2,0.278,6
2020-03-23,"Alabama","AL",1,5.398,51
2020-03-23,"Arkansas","AR",5,5.149,53
2020-03-23,"Arizona","AZ",4,2.246,28
2020-03-23,"California","CA",6,0.961,14
2020-03-23,"Colorado","CO",8,1.538,21
2020-03-23,"Connecticut","CT",9,0.092,1
2020-03-23,"Washington, D.C.","DC",11,0.027,0
2020-03-23,"Delaware","DE",10,1.758,21
2020-03-23,"Florida","FL",12,2.741,33
2020-03-23,"Georgia","GA",13,3.438,35
2020-03-23,"Hawaii","HI",15,3.101,45
2020-03-23,"Iowa","IA",19,2.692,38
2020-03-23,"Idaho","ID",16,2.729,50
